reward_today,future_reward,delay,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,text.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
78,80,162,0,0,0,t,74.76938469999004,None,0,0,0,6,0.23744009993970394,,0.21404310001526028,0.23744009993970394,1.0027244000229985,1.0027244000229985,1.2376510000322014,75.78735729993787,t,74.76938469999004,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
67,75,119,1,1,0,l,4.341872400022112,None,0,1,1,5,75.80144750000909,,75.79090399993584,75.80144750000909,76.801604499924,76.801604499924,76.801604499924,81.15473309997469,l,4.341872400022112,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
27,50,21,2,2,0,l,3.630345999961719,None,0,2,2,2,81.16871629992966,,81.15677559992764,81.16871629992966,82.16819350002334,82.16819350002334,82.16819350002334,85.80460689996835,l,3.630345999961719,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
11,30,7,3,3,0,l,2.6775761999888346,None,0,3,3,0,85.81841649999842,,85.80898570001591,85.81841649999842,86.81875089998357,86.81875089998357,86.81875089998357,89.50450239994098,l,2.6775761999888346,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
49,60,89,4,4,0,t,7.281409499933943,None,0,4,4,4,89.51835030002985,,89.50796319998335,89.51835030002985,90.51870110002346,90.51870110002346,90.51870110002346,97.80488239997067,t,7.281409499933943,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
15,35,13,5,5,0,l,2.9509141000453383,None,0,5,5,1,97.81875570002012,,97.80692459992133,97.81875570002012,98.81802040000912,98.81802040000912,98.81802040000912,101.77114009996876,l,2.9509141000453383,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
40,55,62,6,6,0,t,1.8615889999782667,None,0,6,6,3,101.78535090002697,,101.773166900035,101.78535090002697,102.78532769996673,102.78532769996673,102.78532769996673,104.65483130002394,t,1.8615889999782667,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
27,50,21,7,0,1,l,2.791638399939984,None,1,0,7,2,104.667798499926,,104.65702239994425,104.667798499926,105.66806479997467,105.66806479997467,105.66806479997467,108.47080539993476,l,2.791638399939984,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
49,60,89,8,1,1,l,2.9540673999581486,None,1,1,8,4,108.48450090002734,,108.47318329999689,108.48450090002734,109.48440680000931,109.48440680000931,109.48440680000931,112.45434749999549,l,2.9540673999581486,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
67,75,119,9,2,1,t,5.540476999944076,None,1,2,9,5,112.46797500003595,,112.45655939995777,112.46797500003595,113.46880959998816,113.46880959998816,113.46880959998816,119.02052689995617,t,5.540476999944076,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
40,55,62,10,3,1,t,9.105695700040087,None,1,3,10,3,119.03451259993017,,119.0227158999769,119.03451259993017,120.03442609997,120.03442609997,120.03442609997,129.15471409994643,t,9.105695700040087,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
78,80,162,11,4,1,t,4.9269006999675184,None,1,4,11,6,129.1679038000293,,129.15673879999667,129.1679038000293,130.1677270999644,130.1677270999644,130.1677270999644,135.1044601999456,t,4.9269006999675184,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
11,30,7,12,5,1,l,3.862501799943857,None,1,5,12,0,135.11771070002578,,135.10678439994808,135.11771070002578,136.11816860002,136.11816860002,136.11816860002,139.9871647999389,l,3.862501799943857,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
15,35,13,13,6,1,l,4.936433400027454,None,1,6,13,1,140.0015749000013,,139.9893096999731,140.0015749000013,141.00138349994086,141.00138349994086,141.00138349994086,145.95355610002298,l,4.936433400027454,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
15,35,13,14,0,2,l,4.701870699995197,None,2,0,14,1,145.9675864999881,,145.9536858999636,145.9675864999881,146.96796259994153,146.96796259994153,146.96796259994153,151.6872097000014,l,4.701870699995197,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
78,80,162,15,1,2,t,1.5633051000768319,None,2,1,15,6,151.70087109995075,,151.68960509996396,151.70087109995075,152.701114699943,152.701114699943,152.701114699943,154.2700882999925,t,1.5633051000768319,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
67,75,119,16,2,2,t,3.6655611998867244,None,2,2,16,5,154.2839736000169,,154.2722814999288,154.2839736000169,155.28412999992725,155.28412999992725,155.28412999992725,158.9535810999805,t,3.6655611998867244,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
40,55,62,17,3,2,t,2.307204999960959,None,2,3,17,3,158.96714989992324,,158.9555621999316,158.96714989992324,159.96703039994463,159.96703039994463,159.96703039994463,162.28701949992683,t,2.307204999960959,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
11,30,7,18,4,2,l,2.980607399949804,None,2,4,18,0,162.3003889999818,,162.28901599999517,162.3003889999818,163.30069569998886,163.30069569998886,163.30069569998886,166.28679689997807,l,2.980607399949804,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
27,50,21,19,5,2,l,2.389519599964842,None,2,5,19,2,166.3000906999223,,166.28888110001571,166.3000906999223,167.30049389996566,167.30049389996566,167.30049389996566,169.70342789997812,l,2.389519599964842,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
49,60,89,20,6,2,l,2.469611700042151,None,2,6,20,4,169.7175507999491,,169.70544839999638,169.7175507999491,170.71736489993054,170.71736489993054,170.71736489993054,173.2037461999571,l,2.469611700042151,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
67,75,119,21,0,3,t,3.61857049993705,None,3,0,21,5,173.2175446000183,,173.20590669999365,173.2175446000183,174.21686859999318,174.21686859999318,174.21686859999318,177.85344819992315,t,3.61857049993705,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
11,30,7,22,1,3,l,2.7888128999620676,None,3,1,22,0,177.86759689997416,,177.8558997999644,177.86759689997416,178.86727889999747,178.86727889999747,178.86727889999747,181.66922919999342,l,2.7888128999620676,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
49,60,89,23,2,3,t,2.3721666000783443,None,3,2,23,4,181.6835018999409,,181.6715560000157,181.6835018999409,182.68392789992504,182.68392789992504,182.68392789992504,185.06988279998768,t,2.3721666000783443,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
15,35,13,24,3,3,l,4.008278199937195,None,3,3,24,1,185.0841178999981,,185.0718552999897,185.0841178999981,186.08366579993162,186.08366579993162,186.08366579993162,190.10330740001518,l,4.008278199937195,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
27,50,21,25,4,3,l,1.7468605999602005,None,3,4,25,2,190.11715499998536,,190.10527479997836,190.11715499998536,191.1168390000239,191.1168390000239,191.1168390000239,192.87009320000652,l,1.7468605999602005,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
40,55,62,26,5,3,t,4.419434400042519,None,3,5,26,3,192.88341360003687,,192.87211410002783,192.88341360003687,193.88415739999618,193.88415739999618,193.88415739999618,198.32027929998003,t,4.419434400042519,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
78,80,162,27,6,3,t,2.0449914999771863,None,3,6,27,6,198.3333535999991,,198.32227659993805,198.3333535999991,199.33353539998643,199.33353539998643,199.33353539998643,201.38626189995557,t,2.0449914999771863,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
11,30,7,28,0,4,l,3.1601946000009775,None,4,0,28,0,201.40009629994165,,201.38884070003405,201.40009629994165,202.40025820001028,202.40025820001028,202.40025820001028,205.57093019993044,l,3.1601946000009775,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
15,35,13,29,1,4,l,2.8614277000306174,None,4,1,29,1,205.58349310001358,,205.57340009999461,205.58349310001358,206.58317829994485,206.58317829994485,206.58317829994485,209.45284949999768,l,2.8614277000306174,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
49,60,89,30,2,4,l,2.8861024000216275,None,4,2,30,4,209.4666032999521,,209.45507819997147,209.4666032999521,210.46674659999553,210.46674659999553,210.46674659999553,213.36902580002788,l,2.8861024000216275,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
40,55,62,31,3,4,t,3.8517643000232056,None,4,3,31,3,213.38314199994784,,213.37119340000208,213.38314199994784,214.38316690002102,214.38316690002102,214.38316690002102,218.23606719996314,t,3.8517643000232056,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
78,80,162,32,4,4,t,1.448194499942474,None,4,4,32,6,218.2497386999894,,218.23812440002803,218.2497386999894,219.25022809999064,219.25022809999064,219.25022809999064,220.70296839997172,t,1.448194499942474,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
67,75,119,33,5,4,t,4.967099200002849,None,4,5,33,5,220.71628219995182,,220.7051347999368,220.71628219995182,221.71653069998138,221.71653069998138,221.71653069998138,226.68637330003548,t,4.967099200002849,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
27,50,21,34,6,4,l,1.6238650999730453,None,4,6,34,2,226.69953169999644,,226.6885330999503,226.69953169999644,227.69997339998372,227.69997339998372,227.69997339998372,229.3358396999538,l,1.6238650999730453,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
49,60,89,35,0,5,t,1.959295600070618,None,5,0,35,4,229.34960219997447,,229.33782559994143,229.34960219997447,230.34962450002786,230.34962450002786,230.34962450002786,232.31898979994003,t,1.959295600070618,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
27,50,21,36,1,5,l,2.6750517999753356,None,5,1,36,2,232.33402049995493,,232.3209602999268,232.33402049995493,233.3338307000231,233.3338307000231,233.34936859994195,236.01969779992942,l,2.6750517999753356,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
40,55,62,37,2,5,l,3.217610799940303,None,5,2,37,3,236.0335604000138,,236.0217818999663,236.0335604000138,237.03274769999553,237.03274769999553,237.03274769999553,240.25253930001054,l,3.217610799940303,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
15,35,13,38,3,5,l,2.608550600009039,None,5,3,38,1,240.26623459998518,,240.2545100999996,240.26623459998518,241.2655276999576,241.2655276999576,241.2655276999576,243.88539359997958,l,2.608550600009039,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
78,80,162,39,4,5,t,1.4467263999395072,None,5,4,39,6,243.89954310003668,,243.88774289994035,243.89954310003668,244.8993570000166,244.8993570000166,244.8993570000166,246.35191909992136,t,1.4467263999395072,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
11,30,7,40,5,5,l,3.1887367999879643,None,5,5,40,0,246.36626839998644,,246.35389709996525,246.36626839998644,247.36617499997374,247.36617499997374,247.36617499997374,250.5690485999221,l,3.1887367999879643,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
67,75,119,41,6,5,t,3.167200999916531,None,5,6,41,5,250.5826146999607,,250.57103699992876,250.5826146999607,251.5823787000263,251.5823787000263,251.5823787000263,254.75209790002555,t,3.167200999916531,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
15,35,13,42,0,6,l,2.088018500013277,None,6,0,42,1,254.76632799999788,,254.75408250000328,254.76632799999788,255.76617950003128,255.76617950003128,255.76617950003128,257.86889859999064,l,2.088018500013277,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
40,55,62,43,1,6,l,3.620342400041409,None,6,1,43,3,257.882477200008,,257.8709909999743,257.882477200008,258.88287989993114,258.88287989993114,258.88287989993114,262.51863409997895,l,3.620342400041409,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
78,80,162,44,2,6,t,2.366175499977544,None,6,2,44,6,262.53231969999615,,262.5210049999878,262.53231969999615,263.5323988000164,263.5323988000164,263.5323988000164,265.9018371999264,t,2.366175499977544,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
27,50,21,45,3,6,l,1.7961269000079483,None,6,3,45,2,265.9157303000102,,265.90400620002765,265.9157303000102,266.91562949994113,266.91562949994113,266.91562949994113,268.7187757999636,l,1.7961269000079483,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
49,60,89,46,4,6,l,3.6492173000006005,None,6,4,46,4,268.73277260002214,,268.7208722999785,268.73277260002214,269.7326722999569,269.7326722999569,269.7326722999569,273.38555689994246,l,3.6492173000006005,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
67,75,119,47,5,6,t,3.501793900039047,None,6,5,47,5,273.39901559997816,,273.38780919997953,273.39901559997816,274.399016499985,274.399016499985,274.399016499985,277.90212500002235,t,3.501793900039047,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
11,30,7,48,6,6,l,2.6017517000436783,None,6,6,48,0,277.9157179000322,,277.9045719000278,277.9157179000322,278.91576330002863,278.91576330002863,278.91576330002863,281.51839530002326,l,2.6017517000436783,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
67,75,119,49,0,7,t,3.155994699918665,None,7,0,49,5,281.5324595000129,,281.52083219995257,281.5324595000129,282.5324011000339,282.5324011000339,282.5324011000339,285.7017454999732,t,3.155994699918665,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
40,55,62,50,1,7,l,5.407051399932243,None,7,1,50,3,285.7156466000015,,285.7039032999892,285.7156466000015,286.71558820002247,286.71558820002247,286.71558820002247,292.13484309997875,l,5.407051399932243,None,880028,001,2024-11-21_14h14.14.143,Delay Discounting,2024.2.1post4,60.62891590212886,2024-11-21 14h14.23.127371 +0530,
